SNo,Dashboard,Module,Method,Endpoint,Status
276,16. Other Modules,Alternative Routes - Technician (under /api/auth/tech),POST,/api/auth/tech/visits/{id}/start,Done
277,16. Other Modules,Alternative Routes - Technician (under /api/auth/tech),POST,/api/auth/tech/visits/{id}/complete,Done
278,16. Other Modules,Alternative Routes - Technician (under /api/auth/tech),POST,/api/auth/tech/visits/{id}/photos,Done
279,16. Other Modules,Alternative Routes - Supervisor (under /api/auth/supervisor),GET,/api/auth/supervisor/visits,Done
280,16. Other Modules,Alternative Routes - Supervisor (under /api/auth/supervisor),GET,/api/auth/supervisor/visits/{id},Done
281,16. Other Modules,Alternative Routes - Supervisor (under /api/auth/supervisor),POST,/api/auth/supervisor/visits/{id}/recommend,Done
282,16. Other Modules,Alternative Routes - Supervisor (under /api/auth/supervisor),POST,/api/auth/supervisor/visits/{id}/finalize,Done
283,16. Other Modules,Alternative Routes - Supervisor (under /api/auth/supervisor),POST,/api/auth/supervisor/visits/{id}/status,Done
284,16. Other Modules,Alternative Routes - Supervisor (under /api/auth/supervisor),GET,/api/auth/supervisor/areas,Done
285,16. Other Modules,Alternative Routes - Supervisor (under /api/auth/supervisor),GET,/api/auth/supervisor/complaints,Done
286,16. Other Modules,Alternative Routes - Supervisor (under /api/auth/supervisor),POST,/api/auth/supervisor/complaints/{id}/escalate,Done
287,16. Other Modules,Services (Public),GET,/api/services,Done
288,16. Other Modules,Services (Public),GET,/api/services/{id},Done
289,16. Other Modules,Services (Public),GET,/api/services/products,Done
290,16. Other Modules,Services (Public),GET,/api/services/{id}/products,Done
291,16. Other Modules,Services (Public),GET,/api/services/categories,Done
292,16. Other Modules,Services (Public),GET,/api/services/category/{id},Done
293,16. Other Modules,User Profile,PUT,/api/user/profile,Done
294,16. Other Modules,User Addresses,POST,/api/user/addresses/{id},Done
295,16. Other Modules,User Notifications,POST,/api/user/notifications/{id}/read,Done
296,16. Other Modules,User Notifications,POST,/api/user/notifications/read-all,Done
297,HR Dashboard (Expected),Dashboard Summary,GET,/api/hr/dashboard/summary,Pending
298,HR Dashboard (Expected),Dashboard Alerts,GET,/api/hr/dashboard/alerts,Pending
299,HR Dashboard (Expected),Profile - Get,GET,/api/hr/profile,Pending
300,HR Dashboard (Expected),Profile - Update,PUT,/api/hr/profile,Pending
301,HR Dashboard (Expected),Profile - Update,POST,/api/hr/profile,Pending
302,HR Dashboard (Expected),Employees - List,GET,/api/hr/employees,Pending
303,HR Dashboard (Expected),Employees - Create,POST,/api/hr/employees,Pending
304,HR Dashboard (Expected),Employees - Get,GET,/api/hr/employees/{id},Pending
305,HR Dashboard (Expected),Employees - Update,PUT,/api/hr/employees/{id},Pending
306,HR Dashboard (Expected),Employees - Delete,DELETE,/api/hr/employees/{id},Pending
307,HR Dashboard (Expected),Leave Requests - List,GET,/api/hr/leave-requests,Pending
308,HR Dashboard (Expected),Leave Requests - Approve,POST,/api/hr/leave-requests/{id}/approve,Pending
309,HR Dashboard (Expected),Leave Requests - Reject,POST,/api/hr/leave-requests/{id}/reject,Pending
310,HR Dashboard (Expected),Analytics,GET,/api/hr/analytics,Pending
311,HR Dashboard (Expected),Reports - List,GET,/api/hr/reports,Pending
312,HR Dashboard (Expected),Reports - Generate,POST,/api/hr/reports/generate,Pending
